filter,method,param,seed,rmse_twin,sync_count,mean_aoi
fixed,event,2.0,4,1.0621613650200223,11,54.64375
fixed,event,2.0,5,0.9291674436311482,14,39.57125
fixed,event,2.0,6,1.0951314037101492,13,44.32125
fixed,event,2.0,7,1.044739552121782,17,37.97625
fixed,event,2.0,8,0.9973381244478041,13,42.8975
fixed,event,2.0,9,1.083584786039533,14,39.5
fixed,event,2.0,10,0.9068425184257316,11,50.69375
fixed,event,2.0,11,0.995853028756394,12,43.0125
fixed,event,2.0,12,0.9920239269219239,10,67.90875
fixed,event,2.0,13,1.0601226148150578,13,46.97625
fixed,event,2.0,14,1.0414324772334094,12,40.6825
fixed,unconditional,0.0,0,0.384855231200618,800,0.0
fixed,unconditional,0.0,1,0.4097948057221413,800,0.0
fixed,unconditional,0.0,2,0.39372321307902886,800,0.0
fixed,unconditional,0.0,3,0.3266215091048412,800,0.0
fixed,unconditional,0.0,4,0.3345063647277139,800,0.0
fixed,unconditional,0.0,5,0.34573390171261076,800,0.0
fixed,unconditional,0.0,6,0.34265334091585026,800,0.0
fixed,unconditional,0.0,7,0.3566130665832083,800,0.0
fixed,unconditional,0.0,8,0.3315058594989207,800,0.0
fixed,unconditional,0.0,9,0.36214946381393975,800,0.0
fixed,unconditional,0.0,10,0.34187011851262994,800,0.0
fixed,unconditional,0.0,11,0.29944176554305,800,0.0
fixed,unconditional,0.0,12,0.36378994423015504,800,0.0
fixed,unconditional,0.0,13,0.3737786601750517,800,0.0
fixed,unconditional,0.0,14,0.35206106432724765,800,0.0
